technology,month,day,hour,generation_mwh
Carbon,2,8,23,258.5
Carbon,2,9,0,260.0
Carbon,2,9,1,260.0
Carbon,2,9,2,260.0
Carbon,2,9,3,260.0
Carbon,2,9,4,260.0
Carbon,2,9,5,260.0
Carbon,2,9,6,260.0
Carbon,2,9,7,260.0
Carbon,2,9,8,260.0
Carbon,2,9,9,260.0
Carbon,2,9,10,260.0
Carbon,2,9,11,260.0
Carbon,2,9,12,260.0
Carbon,2,9,13,250.0
Carbon,2,9,14,250.0
Carbon,2,9,15,260.8
Carbon,2,9,16,265.0
Carbon,2,9,17,264.2
Carbon,2,9,18,262.1
Carbon,2,9,19,268.6
Carbon,2,9,20,270.0
Carbon,2,9,21,260.0
Carbon,2,9,22,260.0
Carbon,2,9,23,262.3
Carbon,2,10,0,285.0
Carbon,2,10,1,277.5
Carbon,2,10,2,265.0
Carbon,2,10,3,265.0
Carbon,2,10,4,265.0
Carbon,2,10,5,265.0
Carbon,2,10,6,279.5
Carbon,2,10,7,300.0
Carbon,2,10,8,350.0
Carbon,2,10,9,400.0
Carbon,2,10,10,450.0
Carbon,2,10,11,450.0
Carbon,2,10,12,500.0
Carbon,2,10,13,500.0
Carbon,2,10,14,450.0
Carbon,2,10,15,450.0
Carbon,2,10,16,400.0
Carbon,2,10,17,345.0
Carbon,2,10,18,400.0
Carbon,2,10,19,400.0
Carbon,2,10,20,415.0
Carbon,2,10,21,380.0
Carbon,2,10,22,330.0
Carbon,2,10,23,285.0
Carbon,2,11,0,270.0
Carbon,2,11,1,270.0
Carbon,2,11,2,270.0
Carbon,2,11,3,270.0
Carbon,2,11,4,280.0
Carbon,2,11,5,280.0
Carbon,2,11,6,280.0
Carbon,2,11,7,276.0
Carbon,2,11,8,260.0
Carbon,2,11,9,260.0
Carbon,2,11,10,260.0
Carbon,2,11,11,260.0
Carbon,2,11,12,260.0
Carbon,2,11,13,260.0
Carbon,2,11,14,260.0
Carbon,2,11,15,260.0
Carbon,2,11,16,260.0
Carbon,2,11,17,260.0
Carbon,2,11,18,300.0
Carbon,2,11,19,400.0
Carbon,2,11,20,370.0
Carbon,2,11,21,300.0
Carbon,2,11,22,280.0
Carbon,2,11,23,280.0
Carbon,2,12,0,270.0
Carbon,2,12,1,270.0
Carbon,2,12,2,270.0
Carbon,2,12,3,270.0
Carbon,2,12,4,270.0
Carbon,2,12,5,270.0
Carbon,2,12,6,270.0
Carbon,2,12,7,280.0
Carbon,2,12,8,270.0
Carbon,2,12,9,250.0
Carbon,2,12,10,265.0
Carbon,2,12,11,280.0
Carbon,2,12,12,280.0
Carbon,2,12,13,280.0
Carbon,2,12,14,280.0
Carbon,2,12,15,280.0
Carbon,2,12,16,280.0
Carbon,2,12,17,280.0
Carbon,2,12,18,280.0
Carbon,2,12,19,280.0
Carbon,2,12,20,265.0
Carbon,2,12,21,220.0
Carbon,2,12,22,119.3
Carbon,2,12,23,
Carbon,2,13,0,
Carbon,2,13,1,
Carbon,2,13,2,
Carbon,2,13,3,
Carbon,2,13,4,
Carbon,2,13,5,
Carbon,2,13,6,35.0
Carbon,2,13,7,75.0
Carbon,2,13,8,160.0
Carbon,2,13,9,185.0
Carbon,2,13,10,185.0
Carbon,2,13,11,185.0
Carbon,2,13,12,185.0
Carbon,2,13,13,185.0
Carbon,2,13,14,185.0
Carbon,2,13,15,185.0
Carbon,2,13,16,185.0
Carbon,2,13,17,205.0
Carbon,2,13,18,205.0
Carbon,2,13,19,205.0
Carbon,2,13,20,185.0
Carbon,2,13,21,185.0
Carbon,2,13,22,205.0
Carbon,2,13,23,205.0
Carbon,2,14,0,205.0
Carbon,2,14,1,186.0
Carbon,2,14,2,185.0
Carbon,2,14,3,185.0
Carbon,2,14,4,185.0
Carbon,2,14,5,185.0
Carbon,2,14,6,185.0
Carbon,2,14,7,185.0
Carbon,2,14,8,185.0
Carbon,2,14,9,199.2
Carbon,2,14,10,205.0
Carbon,2,14,11,205.0
Carbon,2,14,12,205.0
Carbon,2,14,13,205.0
Carbon,2,14,14,205.0
Carbon,2,14,15,204.7
Carbon,2,14,16,204.7
Carbon,2,14,17,204.7
Carbon,2,14,18,185.0
Carbon,2,14,19,205.0
Carbon,2,14,20,185.0
Carbon,2,14,21,185.0
Carbon,2,14,22,205.0
Carbon,2,14,23,205.0
Carbon,2,15,0,187.8
Carbon,2,15,1,183.9
Carbon,2,15,2,176.0
Carbon,2,15,3,200.5
Carbon,2,15,4,277.9
Carbon,2,15,5,406.6
Carbon,2,15,6,436.8
Carbon,2,15,7,475.0
Carbon,2,15,8,524.9
Carbon,2,15,9,550.0
Carbon,2,15,10,586.7
Carbon,2,15,11,535.0
Carbon,2,15,12,435.0
Carbon,2,15,13,295.0
Carbon,2,15,14,190.0
Carbon,2,15,15,205.0
Carbon,2,15,16,205.0
Carbon,2,15,17,205.0
Carbon,2,15,18,205.0
Carbon,2,15,19,205.0
Carbon,2,15,20,205.0
Carbon,2,15,21,205.0
Carbon,2,15,22,205.0
Carbon,2,15,23,205.0
Carbon,2,16,0,205.0
Carbon,2,16,1,205.0
Carbon,2,16,2,199.9
Carbon,2,16,3,196.4
Carbon,2,16,4,198.0
Carbon,2,16,5,205.0
Carbon,2,16,6,205.0
Carbon,2,16,7,205.0
Carbon,2,16,8,185.0
Carbon,2,16,9,185.0
Carbon,2,16,10,185.0
Carbon,2,16,11,186.3
Carbon,2,16,12,205.0
Carbon,2,16,13,205.0
Carbon,2,16,14,205.0
Carbon,2,16,15,205.0
Carbon,2,16,16,205.0
Carbon,2,16,17,185.0
Carbon,2,16,18,205.0
Carbon,2,16,19,185.0
Carbon,2,16,20,185.0
Carbon,2,16,21,185.0
Carbon,2,16,22,185.0
Carbon,2,16,23,185.0
Carbon,2,17,0,185.0
Carbon,2,17,1,185.0
Carbon,2,17,2,185.0
Carbon,2,17,3,235.0
Carbon,2,17,4,335.0
Carbon,2,17,5,425.0
Carbon,2,17,6,535.0
Carbon,2,17,7,665.2
Carbon,2,17,8,685.0
Carbon,2,17,9,665.0
Carbon,2,17,10,665.0
Carbon,2,17,11,685.0
Carbon,2,17,12,680.0
Carbon,2,17,13,680.0
Carbon,2,17,14,680.0
Carbon,2,17,15,625.0
Carbon,2,17,16,565.0
Carbon,2,17,17,565.0
Carbon,2,17,18,580.0
Carbon,2,17,19,615.0
Carbon,2,17,20,515.0
Carbon,2,17,21,535.0
Carbon,2,17,22,515.0
Carbon,2,17,23,535.0
Carbon,2,18,0,540.0
Carbon,2,18,1,520.0
Carbon,2,18,2,470.0
Carbon,2,18,3,430.0
Carbon,2,18,4,440.0
Carbon,2,18,5,490.0
Carbon,2,18,6,565.0
Carbon,2,18,7,565.0
Carbon,2,18,8,570.0
Carbon,2,18,9,570.0
Carbon,2,18,10,570.0
Carbon,2,18,11,620.0
Carbon,2,18,12,670.0
Carbon,2,18,13,670.0
Carbon,2,18,14,620.0
Carbon,2,18,15,570.0
Carbon,2,18,16,570.0
Carbon,2,18,17,570.0
Carbon,2,18,18,590.2
Carbon,2,18,19,620.0
Carbon,2,18,20,620.0
Carbon,2,18,21,620.0
Carbon,2,18,22,590.0
Carbon,2,18,23,520.0
Carbon,2,19,0,520.0
Carbon,2,19,1,520.0
Carbon,2,19,2,470.0
Carbon,2,19,3,430.0
Carbon,2,19,4,440.0
Carbon,2,19,5,510.0
Carbon,2,19,6,560.0
Carbon,2,19,7,560.0
Carbon,2,19,8,520.0
Carbon,2,19,9,570.0
Carbon,2,19,10,570.0
Carbon,2,19,11,620.0
Carbon,2,19,12,620.0
Carbon,2,19,13,620.0
Carbon,2,19,14,570.0
Carbon,2,19,15,570.0
Carbon,2,19,16,520.0
Carbon,2,19,17,520.0
Carbon,2,19,18,470.0
Carbon,2,19,19,350.0
Carbon,2,19,20,260.0
Carbon,2,19,21,260.0
Carbon,2,19,22,260.0
Carbon,2,19,23,280.0
Carbon,2,20,0,280.0
Carbon,2,20,1,280.0
Carbon,2,20,2,280.0
Carbon,2,20,3,280.0
Carbon,2,20,4,290.0
Carbon,2,20,5,280.0
Carbon,2,20,6,285.4
Carbon,2,20,7,290.0
Carbon,2,20,8,280.0
Carbon,2,20,9,290.0
Carbon,2,20,10,280.0
Carbon,2,20,11,280.0
Carbon,2,20,12,280.0
Carbon,2,20,13,280.0
Carbon,2,20,14,280.0
Carbon,2,20,15,273.3
Carbon,2,20,16,270.0
Carbon,2,20,17,280.0
Carbon,2,20,18,280.0
Carbon,2,20,19,280.0
Carbon,2,20,20,260.0
Carbon,2,20,21,270.0
Carbon,2,20,22,270.0
Carbon,2,20,23,264.3
Carbon,2,21,0,262.5
Carbon,2,21,1,266.3
Carbon,2,21,2,260.0
Carbon,2,21,3,270.0
Carbon,2,21,4,270.0
Carbon,2,21,5,270.0
Carbon,2,21,6,270.0
Carbon,2,21,7,270.0
Carbon,2,21,8,270.0
Carbon,2,21,9,270.0
Carbon,2,21,10,270.0
Carbon,2,21,11,270.0
Carbon,2,21,12,270.0
Carbon,2,21,13,270.0
Carbon,2,21,14,280.0
Carbon,2,21,15,280.0
Carbon,2,21,16,280.0
Carbon,2,21,17,280.0
Carbon,2,21,18,280.0
Carbon,2,21,19,280.0
Carbon,2,21,20,280.0
Carbon,2,21,21,280.0
Carbon,2,21,22,280.0
Carbon,2,21,23,280.0
Carbon,2,22,0,280.0
Carbon,2,22,1,280.0
Carbon,2,22,2,280.0
Carbon,2,22,3,280.0
Carbon,2,22,4,280.0
Carbon,2,22,5,280.0
Carbon,2,22,6,280.0
Carbon,2,22,7,280.0
Carbon,2,22,8,280.0
Carbon,2,22,9,280.0
Carbon,2,22,10,280.0
Carbon,2,22,11,280.0
Carbon,2,22,12,280.0
Carbon,2,22,13,280.0
Carbon,2,22,14,280.0
Carbon,2,22,15,280.0
Carbon,2,22,16,280.0
Carbon,2,22,17,280.0
Carbon,2,22,18,280.0
Carbon,2,22,19,280.0
Carbon,2,22,20,280.0
Carbon,2,22,21,280.0
Carbon,2,22,22,280.0
Carbon,2,22,23,280.0
Carbon,2,23,0,280.0
Carbon,2,23,1,290.0
Carbon,2,23,2,290.0
Carbon,2,23,3,290.0
Carbon,2,23,4,290.0
Carbon,2,23,5,290.0
Carbon,2,23,6,289.4
Carbon,2,23,7,290.0
Carbon,2,23,8,250.0
Carbon,2,23,9,280.0
Carbon,2,23,10,290.0
Carbon,2,23,11,290.0
Carbon,2,23,12,300.0
Carbon,2,23,13,300.0
Carbon,2,23,14,280.0
Carbon,2,23,15,290.0
Carbon,2,23,16,290.0
Carbon,2,23,17,280.0
Carbon,2,23,18,280.0
Carbon,2,23,19,265.8
Carbon,2,23,20,280.0
Carbon,2,23,21,279.5
Carbon,2,23,22,280.0
Carbon,2,23,23,290.0
Carbon,2,24,0,280.0
Carbon,2,24,1,280.0
Carbon,2,24,2,280.0
Carbon,2,24,3,280.0
Carbon,2,24,4,280.0
Carbon,2,24,5,280.0
Carbon,2,24,6,280.4
Carbon,2,24,7,280.0
Carbon,2,24,8,260.0
Carbon,2,24,9,280.0
Carbon,2,24,10,280.0
Carbon,2,24,11,280.0
Carbon,2,24,12,300.0
Carbon,2,24,13,350.0
Carbon,2,24,14,300.0
Carbon,2,24,15,260.0
Carbon,2,24,16,250.0
Carbon,2,24,17,250.0
Carbon,2,24,18,270.0
Carbon,2,24,19,260.0
Carbon,2,24,20,260.0
Carbon,2,24,21,280.0
Carbon,2,24,22,280.0
Carbon,2,24,23,280.0
Carbon,2,25,0,270.0
Carbon,2,25,1,270.0
Carbon,2,25,2,270.0
Carbon,2,25,3,270.0
Carbon,2,25,4,270.0
Carbon,2,25,5,250.0
Carbon,2,25,6,247.1
Carbon,2,25,7,250.0
Carbon,2,25,8,270.0
Carbon,2,25,9,270.0
Carbon,2,25,10,270.0
Carbon,2,25,11,320.0
Carbon,2,25,12,370.0
Carbon,2,25,13,370.0
Carbon,2,25,14,320.0
Carbon,2,25,15,300.0
Carbon,2,25,16,270.0
Carbon,2,25,17,270.0
Carbon,2,25,18,270.0
Carbon,2,25,19,279.0
Carbon,2,25,20,270.0
Carbon,2,25,21,270.0
Carbon,2,25,22,270.0
Carbon,2,25,23,270.0
Carbon,2,26,0,270.0
Carbon,2,26,1,270.0
Carbon,2,26,2,290.0
Carbon,2,26,3,290.0
Carbon,2,26,4,290.0
Carbon,2,26,5,290.0
Carbon,2,26,6,290.0
Carbon,2,26,7,290.0
Carbon,2,26,8,290.0
Carbon,2,26,9,270.0
Carbon,2,26,10,270.0
Carbon,2,26,11,320.0
Carbon,2,26,12,370.0
Carbon,2,26,13,370.0
Carbon,2,26,14,320.0
Carbon,2,26,15,320.0
Carbon,2,26,16,290.0
Carbon,2,26,17,290.0
Carbon,2,26,18,290.0
Carbon,2,26,19,290.0
Carbon,2,26,20,290.0
Carbon,2,26,21,290.0
Carbon,2,26,22,290.0
Carbon,2,26,23,290.0
Carbon,2,27,0,290.0
Carbon,2,27,1,290.0
Carbon,2,27,2,270.0
Carbon,2,27,3,270.0
Carbon,2,27,4,270.0
Carbon,2,27,5,270.0
Carbon,2,27,6,270.0
Carbon,2,27,7,290.0
Carbon,2,27,8,290.0
Carbon,2,27,9,270.0
Carbon,2,27,10,270.0
Carbon,2,27,11,270.0
Carbon,2,27,12,270.0
Carbon,2,27,13,270.0
Carbon,2,27,14,290.0
Carbon,2,27,15,270.0
Carbon,2,27,16,270.0
Carbon,2,27,17,270.0
Carbon,2,27,18,290.0
Carbon,2,27,19,270.0
Carbon,2,27,20,270.0
Carbon,2,27,21,270.0
Carbon,2,27,22,290.0
Carbon,2,27,23,290.0
Carbon,2,28,0,270.0
Carbon,2,28,1,270.0
Carbon,2,28,2,270.0
Carbon,2,28,3,270.0
Carbon,2,28,4,270.0
Carbon,2,28,5,270.0
Carbon,2,28,6,270.0
Carbon,2,28,7,270.0
Carbon,2,28,8,270.0
Carbon,2,28,9,270.0
Carbon,2,28,10,270.0
Carbon,2,28,11,270.0
Carbon,2,28,12,270.0
Carbon,2,28,13,270.0
Carbon,2,28,14,270.0
Carbon,2,28,15,270.0
Carbon,2,28,16,270.0
Carbon,2,28,17,256.7
Carbon,2,28,18,250.0
Carbon,2,28,19,255.0
Carbon,2,28,20,270.0
Carbon,2,28,21,270.0
Carbon,2,28,22,270.0
Carbon,2,28,23,261.7
Carbon,3,1,0,270.0
Carbon,3,1,1,270.0
Carbon,3,1,2,270.0
Carbon,3,1,3,270.0
Carbon,3,1,4,270.0
Carbon,3,1,5,270.0
Carbon,3,1,6,270.0
Carbon,3,1,7,270.0
Carbon,3,1,8,270.0
Carbon,3,1,9,300.0
Carbon,3,1,10,350.0
Carbon,3,1,11,400.0
Carbon,3,1,12,450.0
Carbon,3,1,13,400.0
Carbon,3,1,14,350.0
Carbon,3,1,15,350.0
Carbon,3,1,16,300.0
Carbon,3,1,17,270.0
Carbon,3,1,18,270.0
Carbon,3,1,19,270.0
Carbon,3,1,20,270.0
Carbon,3,1,21,270.0
Carbon,3,1,22,270.0
Carbon,3,1,23,270.0
Carbon,3,2,0,270.0
Carbon,3,2,1,270.0
Carbon,3,2,2,270.0
Carbon,3,2,3,270.0
Carbon,3,2,4,270.0
Carbon,3,2,5,270.0
Carbon,3,2,6,270.0
Carbon,3,2,7,270.0
Carbon,3,2,8,270.0
Carbon,3,2,9,300.0
Carbon,3,2,10,350.0
Carbon,3,2,11,400.0
Carbon,3,2,12,450.0
Carbon,3,2,13,450.0
Carbon,3,2,14,400.0
Carbon,3,2,15,350.0
Carbon,3,2,16,300.0
Carbon,3,2,17,270.0
Carbon,3,2,18,270.0
Carbon,3,2,19,340.0
Carbon,3,2,20,270.0
Carbon,3,2,21,270.0
Carbon,3,2,22,270.0
Carbon,3,2,23,270.0
Carbon,3,3,0,270.0
Carbon,3,3,1,270.0
Carbon,3,3,2,270.0
Carbon,3,3,3,270.0
Carbon,3,3,4,270.0
Carbon,3,3,5,270.0
Carbon,3,3,6,270.0
Carbon,3,3,7,270.0
Carbon,3,3,8,270.0
Carbon,3,3,9,300.0
Carbon,3,3,10,350.0
Carbon,3,3,11,400.0
Carbon,3,3,12,450.0
Carbon,3,3,13,450.0
Carbon,3,3,14,400.0
Carbon,3,3,15,350.0
Carbon,3,3,16,300.0
Carbon,3,3,17,270.0
Carbon,3,3,18,270.0
Carbon,3,3,19,293.0
Carbon,3,3,20,270.0
Carbon,3,3,21,270.0
Carbon,3,3,22,270.0
Carbon,3,3,23,270.0
Carbon,3,4,0,270.0
Carbon,3,4,1,270.0
Carbon,3,4,2,270.0
Carbon,3,4,3,270.0
Carbon,3,4,4,270.0
Carbon,3,4,5,270.0
Carbon,3,4,6,270.0
Carbon,3,4,7,270.0
Carbon,3,4,8,290.0
Carbon,3,4,9,330.0
Carbon,3,4,10,370.0
Carbon,3,4,11,410.0
Carbon,3,4,12,450.0
Carbon,3,4,13,450.0
Carbon,3,4,14,410.0
Carbon,3,4,15,370.0
Carbon,3,4,16,330.0
Carbon,3,4,17,290.0
Carbon,3,4,18,270.0
Carbon,3,4,19,270.0
Carbon,3,4,20,270.0
Carbon,3,4,21,270.0
Carbon,3,4,22,270.0
Carbon,3,4,23,270.0
Carbon,3,5,0,270.0
Carbon,3,5,1,270.0
Carbon,3,5,2,270.0
Carbon,3,5,3,270.0
Carbon,3,5,4,270.0
Carbon,3,5,5,270.0
Carbon,3,5,6,270.0
Carbon,3,5,7,270.0
Carbon,3,5,8,290.0
Carbon,3,5,9,330.0
Carbon,3,5,10,370.0
Carbon,3,5,11,410.0
Carbon,3,5,12,450.0
Carbon,3,5,13,450.0
Carbon,3,5,14,410.0
Carbon,3,5,15,370.0
Carbon,3,5,16,320.0
Carbon,3,5,17,280.0
Carbon,3,5,18,270.0
Carbon,3,5,19,270.0
Carbon,3,5,20,270.0
Carbon,3,5,21,270.0
Carbon,3,5,22,270.0
Carbon,3,5,23,270.0
Carbon,3,6,0,285.0
Carbon,3,6,1,285.0
Carbon,3,6,2,285.0
Carbon,3,6,3,285.0
Carbon,3,6,4,285.0
Carbon,3,6,5,285.0
Carbon,3,6,6,285.0
Carbon,3,6,7,285.0
Carbon,3,6,8,285.0
Carbon,3,6,9,285.0
Carbon,3,6,10,285.0
Carbon,3,6,11,285.0
Carbon,3,6,12,285.0
Carbon,3,6,13,285.0
Carbon,3,6,14,285.0
Carbon,3,6,15,280.0
Carbon,3,6,16,285.0
Carbon,3,6,17,285.0
Carbon,3,6,18,285.0
Carbon,3,6,19,285.0
Carbon,3,6,20,285.0
Carbon,3,6,21,285.0
Carbon,3,6,22,285.0
Carbon,3,6,23,285.0
Carbon,3,7,0,285.0
Carbon,3,7,1,285.0
Carbon,3,7,2,285.0
Carbon,3,7,3,285.0
Carbon,3,7,4,285.0
Carbon,3,7,5,285.0
Carbon,3,7,6,285.0
Carbon,3,7,7,285.0
Carbon,3,7,8,285.0
Carbon,3,7,9,285.0
Carbon,3,7,10,285.0
Carbon,3,7,11,285.0
Carbon,3,7,12,285.0
Carbon,3,7,13,285.0
Carbon,3,7,14,285.0
Carbon,3,7,15,285.0
Carbon,3,7,16,265.0
Carbon,3,7,17,265.0
Carbon,3,7,18,265.0
Carbon,3,7,19,265.0
Carbon,3,7,20,265.0
Carbon,3,7,21,265.8
Carbon,3,7,22,265.0
Carbon,3,7,23,265.0
Carbon,3,8,0,265.0
Carbon,3,8,1,265.0
Carbon,3,8,2,265.0
Carbon,3,8,3,265.0
Carbon,3,8,4,234.6
Carbon,3,8,5,265.0
Carbon,3,8,6,265.0
Carbon,3,8,7,265.0
Carbon,3,8,8,265.0
Carbon,3,8,9,290.0
Carbon,3,8,10,320.0
Carbon,3,8,11,360.0
Carbon,3,8,12,400.0
Carbon,3,8,13,360.0
Carbon,3,8,14,320.0
Carbon,3,8,15,290.0
Carbon,3,8,16,265.0
Carbon,3,8,17,265.0
Carbon,3,8,18,265.0
Carbon,3,8,19,265.0
Carbon,3,8,20,265.0
Carbon,3,8,21,265.0
Carbon,3,8,22,265.0
Carbon,3,8,23,265.0
Carbon,3,9,0,285.0
Carbon,3,9,1,285.0
Carbon,3,9,2,285.0
Carbon,3,9,3,285.0
Carbon,3,9,4,285.0
Carbon,3,9,5,285.0
Carbon,3,9,6,285.0
Carbon,3,9,7,285.0
Carbon,3,9,8,285.0
Carbon,3,9,9,298.3
Carbon,3,9,10,330.0
Carbon,3,9,11,375.0
Carbon,3,9,12,375.0
Carbon,3,9,13,335.0
Carbon,3,9,14,305.0
Carbon,3,9,15,285.0
Carbon,3,9,16,285.0
Carbon,3,9,17,265.0
Carbon,3,9,18,265.0
Carbon,3,9,19,265.0
Carbon,3,9,20,265.0
Carbon,3,9,21,265.0
Carbon,3,9,22,265.0
Carbon,3,9,23,285.0
Carbon,3,10,0,265.0
Carbon,3,10,1,265.0
Carbon,3,10,2,265.0
Carbon,3,10,3,265.0
Carbon,3,10,4,265.0
Carbon,3,10,5,265.3
Carbon,3,10,6,265.0
Carbon,3,10,7,243.0
Carbon,3,10,8,265.0
Carbon,3,10,9,265.0
Carbon,3,10,10,265.0
Carbon,3,10,11,265.0
Carbon,3,10,12,265.0
Carbon,3,10,13,265.0
Carbon,3,10,14,265.0
Carbon,3,10,15,265.0
Carbon,3,10,16,265.0
Carbon,3,10,17,265.0
Carbon,3,10,18,265.0
Carbon,3,10,19,265.0
Carbon,3,10,20,295.0
Carbon,3,10,21,295.0
Carbon,3,10,22,265.0
Carbon,3,10,23,265.0
Carbon,3,11,0,280.0
Carbon,3,11,1,280.0
Carbon,3,11,2,280.0
Carbon,3,11,3,280.0
Carbon,3,11,4,280.0
Carbon,3,11,5,280.0
Carbon,3,11,6,280.0
Carbon,3,11,7,295.0
Carbon,3,11,8,295.0
Carbon,3,11,9,265.0
Carbon,3,11,10,255.0
Carbon,3,11,11,255.0
Carbon,3,11,12,300.0
Carbon,3,11,13,260.0
Carbon,3,11,14,255.0
Carbon,3,11,15,260.0
Carbon,3,11,16,260.0
Carbon,3,11,17,260.0
Carbon,3,11,18,260.0
Carbon,3,11,19,260.0
Carbon,3,11,20,252.9
Carbon,3,11,21,260.0
Carbon,3,11,22,260.0
Carbon,3,11,23,260.0
Carbon,3,12,0,260.0
Carbon,3,12,1,260.0
Carbon,3,12,2,260.0
Carbon,3,12,3,260.0
Carbon,3,12,4,260.0
Carbon,3,12,5,260.0
Carbon,3,12,6,260.0
Carbon,3,12,7,260.0
Carbon,3,12,8,260.0
Carbon,3,12,9,256.2
Carbon,3,12,10,300.0
Carbon,3,12,11,350.0
Carbon,3,12,12,350.0
Carbon,3,12,13,300.0
Carbon,3,12,14,260.0
Carbon,3,12,15,260.0
Carbon,3,12,16,260.0
Carbon,3,12,17,260.0
Carbon,3,12,18,260.0
Carbon,3,12,19,260.0
Carbon,3,12,20,260.0
Carbon,3,12,21,260.0
Carbon,3,12,22,260.0
Carbon,3,12,23,260.0
Carbon,3,13,0,260.0
Carbon,3,13,1,260.0
Carbon,3,13,2,260.0
Carbon,3,13,3,260.0
Carbon,3,13,4,260.0
Carbon,3,13,5,260.0
Carbon,3,13,6,260.0
Carbon,3,13,7,260.0
Carbon,3,13,8,260.0
Carbon,3,13,9,270.0
Carbon,3,13,10,267.9
Carbon,3,13,11,265.0
Carbon,3,13,12,265.0
Carbon,3,13,13,265.0
Carbon,3,13,14,265.0
Carbon,3,13,15,265.0
Carbon,3,13,16,260.0
Carbon,3,13,17,270.0
Carbon,3,13,18,270.0
Carbon,3,13,19,270.0
Carbon,3,13,20,270.0
Carbon,3,13,21,270.0
Carbon,3,13,22,270.0
Carbon,3,13,23,265.0
Carbon,3,14,0,270.0
Carbon,3,14,1,270.0
Carbon,3,14,2,270.0
Carbon,3,14,3,270.0
Carbon,3,14,4,270.0
Carbon,3,14,5,270.0
Carbon,3,14,6,270.0
Carbon,3,14,7,270.0
Carbon,3,14,8,270.0
Carbon,3,14,9,270.0
Carbon,3,14,10,270.0
Carbon,3,14,11,270.0
Carbon,3,14,12,300.0
Carbon,3,14,13,270.0
Carbon,3,14,14,260.0
Carbon,3,14,15,250.0
Carbon,3,14,16,243.0
Carbon,3,14,17,260.0
Carbon,3,14,18,261.3
Carbon,3,14,19,270.0
Carbon,3,14,20,270.0
Carbon,3,14,21,270.0
Carbon,3,14,22,270.0
Carbon,3,14,23,270.0
Carbon,3,15,0,270.0
Carbon,3,15,1,270.0
Carbon,3,15,2,270.0
Carbon,3,15,3,270.0
Carbon,3,15,4,270.0
Carbon,3,15,5,270.0
Carbon,3,15,6,270.0
Carbon,3,15,7,300.0
Carbon,3,15,8,340.0
Carbon,3,15,9,380.0
Carbon,3,15,10,420.0
Carbon,3,15,11,460.0
Carbon,3,15,12,500.0
Carbon,3,15,13,460.0
Carbon,3,15,14,420.0
Carbon,3,15,15,400.0
Carbon,3,15,16,400.0
Carbon,3,15,17,360.0
Carbon,3,15,18,320.0
Carbon,3,15,19,280.0
Carbon,3,15,20,270.0
Carbon,3,15,21,270.0
Carbon,3,15,22,270.0
Carbon,3,15,23,270.0
Carbon,3,16,0,270.0
Carbon,3,16,1,251.0
Carbon,3,16,2,269.8
Carbon,3,16,3,280.0
Carbon,3,16,4,290.0
Carbon,3,16,5,290.0
Carbon,3,16,6,275.0
Carbon,3,16,7,300.0
Carbon,3,16,8,340.0
Carbon,3,16,9,380.0
Carbon,3,16,10,420.0
Carbon,3,16,11,460.0
Carbon,3,16,12,500.0
Carbon,3,16,13,460.0
Carbon,3,16,14,430.0
Carbon,3,16,15,420.0
Carbon,3,16,16,380.0
Carbon,3,16,17,330.0
Carbon,3,16,18,300.0
Carbon,3,16,19,270.0
Carbon,3,16,20,270.0
Carbon,3,16,21,270.0
Carbon,3,16,22,270.0
Carbon,3,16,23,270.0
Carbon,3,17,0,295.0
Carbon,3,17,1,277.9
Carbon,3,17,2,295.0
Carbon,3,17,3,295.0
Carbon,3,17,4,295.0
Carbon,3,17,5,281.7
Carbon,3,17,6,277.9
Carbon,3,17,7,280.0
Carbon,3,17,8,277.3
Carbon,3,17,9,320.0
Carbon,3,17,10,360.0
Carbon,3,17,11,400.0
Carbon,3,17,12,450.0
Carbon,3,17,13,420.0
Carbon,3,17,14,370.0
Carbon,3,17,15,314.0
Carbon,3,17,16,320.0
Carbon,3,17,17,275.0
Carbon,3,17,18,272.1
Carbon,3,17,19,272.1
Carbon,3,17,20,280.0
Carbon,3,17,21,280.0
Carbon,3,17,22,280.0
Carbon,3,17,23,280.0
Carbon,3,18,0,280.0
Carbon,3,18,1,265.0
Carbon,3,18,2,270.0
Carbon,3,18,3,270.0
Carbon,3,18,4,270.0
Carbon,3,18,5,286.3
Carbon,3,18,6,290.0
Carbon,3,18,7,280.0
Carbon,3,18,8,280.0
Carbon,3,18,9,280.0
Carbon,3,18,10,310.0
Carbon,3,18,11,350.0
Carbon,3,18,12,400.0
Carbon,3,18,13,350.0
Carbon,3,18,14,365.0
Carbon,3,18,15,320.0
Carbon,3,18,16,320.0
Carbon,3,18,17,270.0
Carbon,3,18,18,270.0
Carbon,3,18,19,266.3
Carbon,3,18,20,275.0
Carbon,3,18,21,275.0
Carbon,3,18,22,270.0
Carbon,3,18,23,272.5
Carbon,3,19,0,280.0
Carbon,3,19,1,280.0
Carbon,3,19,2,280.0
Carbon,3,19,3,280.0
Carbon,3,19,4,280.0
Carbon,3,19,5,290.0
Carbon,3,19,6,290.0
Carbon,3,19,7,290.0
Carbon,3,19,8,290.0
Carbon,3,19,9,320.0
Carbon,3,19,10,360.0
Carbon,3,19,11,420.0
Carbon,3,19,12,470.0
Carbon,3,19,13,420.0
Carbon,3,19,14,370.0
Carbon,3,19,15,320.0
Carbon,3,19,16,320.0
Carbon,3,19,17,295.0
Carbon,3,19,18,295.0
Carbon,3,19,19,295.0
